AN ANAPOLIS 7 13.0 13.0 150.0 1000.0 1150.0 3.0 5 -10
CO CANOAS 12 13.0 13.0 150.0 1000.0 1150.0 3.0 4 -10
FZ FORTALEZA 13 13.0 13.0 150.0 1000.0 1150.0 3.0 5 -10
NT NATAL 5 13.0 13.0 150.0 1000.0 1150.0 3.0 5 -10
RJ RIO_DE_JANEIRO 9 13.0 13.0 150.0 1000.0 1150.0 3.0 1 0
SC SANTA_CRUZ 4 5.0 5.0 110.0 1460.0 1370.0 3.0 5 -10
SJ SAO_JOSE_DOS_CAMPOS 7 13.0 13.0 150 1000 1150 3.0 1 0
SM SANTA_MARIA 5 13.0 13.0 150.0 1000.0 1150.0 3.0 5 -10
